,Planet Name,Full Phase Curve Noise Estimate 1.1-1.1566667um,Full Phase Curve Noise Estimate 1.1566667-1.2133333um,Full Phase Curve Noise Estimate 1.2133333-1.27um,Full Phase Curve Noise Estimate 1.27-1.3266667um,Full Phase Curve Noise Estimate 1.3266667-1.3833333um,Full Phase Curve Noise Estimate 1.3833333-1.44um,Full Phase Curve Noise Estimate 1.44-1.4966667um,Full Phase Curve Noise Estimate 1.4966667-1.5533333um,Full Phase Curve Noise Estimate 1.5533333-1.61um,Full Phase Curve Noise Estimate 1.61-1.6666667um,Full Phase Curve Noise Estimate 1.6666667-1.7233333um,Full Phase Curve Noise Estimate 1.7233333-1.78um,Full Phase Curve Noise Estimate 1.78-1.8366667um,Full Phase Curve Noise Estimate 1.8366667-1.8933333um,Full Phase Curve Noise Estimate 1.8933333-1.95um
611,K2-403b,8.190891387381537e-06,8.492869218573398e-06,8.808835696303026e-06,9.13749097145201e-06,9.477766523963635e-06,9.828761783308233e-06,1.0189775457308164e-05,1.0560197782920637e-05,1.093948344216267e-05,1.1327217151733844e-05,1.1723015651183236e-05,1.2126513701623303e-05,1.253744868711218e-05,1.2955560658197859e-05,1.3380583642678631e-05
612,TOI-2193Ab,2.758965576743727e-05,2.8705291924811554e-05,2.9865091621487598e-05,3.106543703354827e-05,3.230331814504819e-05,3.357616254961308e-05,3.488197528895019e-05,3.6218995490269636e-05,3.758562101343097e-05,3.898064689552943e-05,4.0402939344146e-05,4.1851394964162304e-05,4.332523848529372e-05,4.4823683037202916e-05,4.6345903513174885e-05
613,TOI-1260b,1.5026687032468525e-05,1.5358391595757727e-05,1.5725751957016466e-05,1.6124042285237818e-05,1.6549506417225002e-05,1.69990978343286e-05,1.7470428626580698e-05,1.796150589200148e-05,1.8470630922335966e-05,1.8996469545786925e-05,1.9537854672642676e-05,2.0093740259746282e-05,2.0663324175842056e-05,2.124586762707544e-05,2.184067064641985e-05
614,TOI-1260d,6.703898749378319e-06,6.851883052384879e-06,7.015774578247653e-06,7.193464978499102e-06,7.383278505337803e-06,7.583856006708504e-06,7.794132157525712e-06,8.013217858744424e-06,8.240355260805287e-06,8.47494914583868e-06,8.71647883678241e-06,8.96447765941904e-06,9.218587756643391e-06,9.478479528245721e-06,9.743840695939807e-06
615,GPX-1b,3.853065715006524e-05,4.032781676043353e-05,4.218145032852773e-05,4.408801911092012e-05,4.604449643515853e-05,4.804821308277092e-05,5.009712079687839e-05,5.218934949726815e-05,5.432313288952465e-05,5.6497178708158126e-05,5.8710219100437986e-05,6.096096606384774e-05,6.324855641269966e-05,6.557206770055443e-05,6.793048596064975e-05
616,WASP-184b,2.592723774419639e-05,2.6981937421394342e-05,2.8077970912594055e-05,2.9211983464540388e-05,3.0381181408340335e-05,3.158317474358107e-05,3.281611058009714e-05,3.407835159967728e-05,3.536840617553367e-05,3.668515351166792e-05,3.802753749768407e-05,3.9394528767430695e-05,4.078540528246062e-05,4.219943286009629e-05,4.363584029508671e-05
617,NGTS-9b,2.9656213224456566e-05,3.0927912961407195e-05,3.2245273879903884e-05,3.3604904320891126e-05,3.5003954897051686e-05,3.6439963188353967e-05,3.791102642701798e-05,3.9415444768724666e-05,4.095165051735232e-05,4.2518476319604014e-05,4.4114806955836704e-05,4.5739539624212634e-05,4.7391913019748145e-05,4.907113950391301e-05,5.077637813864971e-05
618,WASP-171b,3.4436164423014124e-05,3.582840398947641e-05,3.7275773177695965e-05,3.877375460159378e-05,4.0318589912867947e-05,4.1907067267059256e-05,4.3536695783477665e-05,4.5205276930596705e-05,4.6910810437168706e-05,4.8651791866094864e-05,5.042680569881081e-05,5.223447442920509e-05,5.407383014237274e-05,5.594389049381024e-05,5.784362545710071e-05
619,TOI-4137b,1.6858508652061812e-05,1.75675508315538e-05,1.830287720869153e-05,1.906246779477108e-05,1.9844631359855583e-05,2.0647912067366267e-05,2.1471183501888443e-05,2.2313443620374184e-05,2.3173772636325077e-05,2.4051483254164557e-05,2.4945922342145306e-05,2.585644759848231e-05,2.6782612906468002e-05,2.77239597664057e-05,2.868000166161247e-05
620,TOI-1468c,6.363450179148681e-06,6.4158506338564865e-06,6.4893127406102465e-06,6.580482913452252e-06,6.686749685764237e-06,6.806041291670945e-06,6.936737686242409e-06,7.0775167944060466e-06,7.227280523377609e-06,7.385157281510238e-06,7.5504056185113025e-06,7.722382620885926e-06,7.900580668268577e-06,8.084549457653403e-06,8.273880528099946e-06
621,TOI-2567b,1.948810918400926e-05,2.0222958620103925e-05,2.0990562092792874e-05,2.1787959905862353e-05,2.2612712664912336e-05,2.3462758128021143e-05,2.4336491755607598e-05,2.5232513820317747e-05,2.6149567761113016e-05,2.7086699254871025e-05,2.8043023795193926e-05,2.9017694503605172e-05,3.001010557450786e-05,3.101965399306516e-05,3.20457193270675e-05
622,TOI-1899b,1.141031000335496e-05,1.1586863746386303e-05,1.1795162099296078e-05,1.2030557791121384e-05,1.2289395713911172e-05,1.2568745248692196e-05,1.2866310447892996e-05,1.3180197698020964e-05,1.350881502845567e-05,1.385090396699622e-05,1.4205380041162152e-05,1.4571288396074649e-05,1.494788459828654e-05,1.5334496812782837e-05,1.5730503211666686e-05
623,TOI-1468b,1.679276590372062e-05,1.693104758180149e-05,1.7124909704829076e-05,1.7365502359259562e-05,1.764593404027225e-05,1.796073748115316e-05,1.8305637479850488e-05,1.8677145159013743e-05,1.9072362717207018e-05,1.948899007600159e-05,1.992507059224903e-05,2.0378907655539592e-05,2.0849161685971452e-05,2.1334644360740115e-05,2.183427777575885e-05
624,TOI-2236b,1.6919003054114804e-05,1.763566718678256e-05,1.8378587748762802e-05,1.914577152924214e-05,1.9935547666135103e-05,2.0746475829314045e-05,2.1577442116808953e-05,2.2427454109731952e-05,2.329559930291046e-05,2.418119669848834e-05,2.508359791203276e-05,2.6002164035429648e-05,2.693645228668951e-05,2.7886006501857718e-05,2.885034155810379e-05
625,TOI-3331Ab,2.5498996448931474e-05,2.6460081842198706e-05,2.7464037155001572e-05,2.8506986445698872e-05,2.9585735315111587e-05,3.069758341176471e-05,3.184042967463085e-05,3.3012441354559536e-05,3.4211973283912545e-05,3.543777593539798e-05,3.668869129403454e-05,3.7963610711726885e-05,3.9261741047442074e-05,4.0582292901841486e-05,4.1924454164447966e-05
626,TOI-3540Ab,1.720299328124461e-05,1.787878584260381e-05,1.8582671188568306e-05,1.93122472380894e-05,2.006552373329894e-05,2.0840807871471638e-05,2.1636784910726734e-05,2.2452300360451163e-05,2.32863099621675e-05,2.413802495039933e-05,2.5006708037211513e-05,2.5891646767671246e-05,2.6792336629335962e-05,2.770826988215624e-05,2.8638918449714312e-05
627,TOI-1288b,1.2144491407247606e-05,1.2560632861207087e-05,1.299862412090481e-05,1.3456265148168859e-05,1.3931760965669102e-05,1.4423611784141925e-05,1.4930647074871713e-05,1.545185856401243e-05,1.598635429593515e-05,1.65334497914144e-05,1.7092521021823333e-05,1.76629813279204e-05,1.824440260180532e-05,1.8836367867289955e-05,1.9438457428749707e-05
628,NGTS-24b,3.4231415897215265e-05,3.557874523529842e-05,3.698189987809555e-05,3.8436119624251994e-05,3.993745933573183e-05,4.148256247085118e-05,4.3068822360384164e-05,4.469394929885316e-05,4.635587142125175e-05,4.805302420528384e-05,4.9783944613131904e-05,5.154721823672913e-05,5.334184399297228e-05,5.5166813842744634e-05,5.702107881435739e-05
629,TOI-1136f,2.7313401816509613e-06,2.8377980839373314e-06,2.9487408094806327e-06,3.0637806188711243e-06,3.182596588887017e-06,3.3049160937330936e-06,3.4305273162929307e-06,3.559244503510889e-06,3.6908998924075373e-06,3.825366626082794e-06,3.9625263283203525e-06,4.102264819921579e-06,4.2445010832086585e-06,4.389153760943515e-06,4.53613841804339e-06
630,CoRoT-36b,3.309996900759285e-05,3.459701025216985e-05,3.6143392138487646e-05,3.7735809471682545e-05,3.937145562947736e-05,4.1047875452474235e-05,4.276317962135768e-05,4.45156580686117e-05,4.630371073932276e-05,4.812615884442572e-05,4.9981857909764925e-05,5.186965736227286e-05,5.378877723602258e-05,5.5738394422861987e-05,5.771761412992564e-05
631,HATS-61b,2.4023876655394623e-05,2.491592068845534e-05,2.5848785679096876e-05,2.6818711227287547e-05,2.782260363092992e-05,2.885785299396565e-05,2.9922427468498528e-05,3.101455858958464e-05,3.2132662932960145e-05,3.327553566754319e-05,3.444206339331575e-05,3.563118351603821e-05,3.684213322211991e-05,3.807415613116075e-05,3.93264769931615e-05
632,TOI-3362b,6.543600380698913e-06,6.832217131830769e-06,7.130733716372894e-06,7.438452604533765e-06,7.754784614735104e-06,8.079217433109878e-06,8.411356004929435e-06,8.750845056202856e-06,9.097354512547281e-06,9.450639925477426e-06,9.810465831585414e-06,1.0176597405050968e-05,1.0548874046952998e-05,1.0927127901691778e-05,1.1311178073009635e-05
633,TOI-2134b,2.2878044944447414e-06,2.3497060198785735e-06,2.4164339030550475e-06,2.487406492603816e-06,2.5621571559536654e-06,2.6403034441018165e-06,2.721545810393206e-06,2.8056314995668784e-06,2.8923422680494564e-06,2.981507961382489e-06,3.0729775958388457e-06,3.166613562558006e-06,3.2623120942895367e-06,3.3599757424441065e-06,3.4595101582786216e-06
634,HD3167c,1.8793157986389136e-06,1.9448045444153104e-06,2.0136343155014987e-06,2.0854744256457843e-06,2.1600546415953455e-06,2.2371487541505184e-06,2.3165802947832796e-06,2.3981969540102973e-06,2.4818636806718927e-06,2.5674770043628613e-06,2.654942347078294e-06,2.74417053488849e-06,2.8350966993753285e-06,2.9276574400483276e-06,3.0217887157960465e-06
635,HD3167b,9.15029430307216e-06,9.470357176025944e-06,9.806643870868007e-06,1.0157554900206166e-05,1.0521782700384484e-05,1.0898232261181116e-05,1.1286049441793602e-05,1.168449669879153e-05,1.2092919712283493e-05,1.2510817356580171e-05,1.293773129970078e-05,1.3373229109406435e-05,1.3816996446464516e-05,1.4268725841330021e-05,1.4728106465528752e-05
636,TOI-2046b,2.636707011689048e-05,2.748428158663012e-05,2.8642403734721993e-05,2.983833255363281e-05,3.106946588726772e-05,3.2333560466574454e-05,3.362888145915738e-05,3.495388313277574e-05,3.630714411893678e-05,3.7687603715659184e-05,3.909425193493657e-05,4.052609346389599e-05,4.1982438587533274e-05,4.346257667219358e-05,4.4965751897594494e-05
637,TOI-954b,1.0014796834489821e-05,1.0400435679856393e-05,1.0802659103515512e-05,1.1220009225023234e-05,1.1651281304891928e-05,1.2095453785848523e-05,1.2551732534838654e-05,1.3019422517456483e-05,1.3497897438776148e-05,1.3986682933426622e-05,1.4485337478382267e-05,1.499343638257186e-05,1.5510677380156604e-05,1.6036757940582435e-05,1.657136510318665e-05
638,TOI-181b,1.1691277036247736e-05,1.2064473904621202e-05,1.24597781700261e-05,1.2874814709478641e-05,1.3307657359464156e-05,1.3756707858813032e-05,1.4220716903125051e-05,1.4698616375957234e-05,1.518946961340537e-05,1.5692553535160116e-05,1.620721535299125e-05,1.6732848141727404e-05,1.7269003691240988e-05,1.781525113452297e-05,1.837116268688879e-05
639,TOI-1811b,1.7577809744499376e-05,1.8093858000628e-05,1.8645086904518936e-05,1.9227468628570605e-05,1.983775608193254e-05,2.047327322689428e-05,2.1131925709451793e-05,2.1811935920941667e-05,2.2511758317427937e-05,2.3230193083495792e-05,2.3966167356915416e-05,2.4718694544114827e-05,2.5487037541118036e-05,2.6270496858049208e-05,2.7068387512223074e-05
640,TOI-2145b,3.658368974605437e-06,3.811629775710052e-06,3.9706091311865005e-06,4.134864604781741e-06,4.3040260151594275e-06,4.477774948384899e-06,4.6558649783399825e-06,4.838077069043383e-06,5.024210351387756e-06,5.214114626394029e-06,5.407647309614827e-06,5.60466833382347e-06,5.805080296716981e-06,6.008783223284326e-06,6.2156711595148535e-06
641,TOI-2152Ab,1.3252235111045337e-05,1.3844226253629859e-05,1.4456114757449081e-05,1.5086533520722236e-05,1.57343247631882e-05,1.6398478751976818e-05,1.7078217655999216e-05,1.7772839726510676e-05,1.8481690690483592e-05,1.920428726354441e-05,1.99401620893487e-05,2.068884720439353e-05,2.1450023975264668e-05,2.222335776296668e-05,2.3008486355729274e-05
642,TOI-1246b,1.709245306203834e-05,1.7665736003892097e-05,1.8270240079064525e-05,1.8902755595097012e-05,1.9560668878081946e-05,2.024180094456845e-05,2.0944450293156845e-05,2.1667154797957494e-05,2.240862463671873e-05,2.316786809504201e-05,2.394398388659784e-05,2.473612769759801e-05,2.5543681035715675e-05,2.6366044015206727e-05,2.7202615456145884e-05
643,HD15906c,2.6997360017006362e-06,2.778706459543805e-06,2.8630932784175548e-06,2.9522747900337533e-06,3.0457499453214695e-06,3.1431059233400257e-06,3.2440196233177304e-06,3.348216887829058e-06,3.4554594305235818e-06,3.56556222861533e-06,3.6783598987082045e-06,3.793700421696305e-06,3.91147016953251e-06,4.031561367307871e-06,4.1538685331544525e-06
644,TOI-2497b,4.365277935040836e-06,4.5763294265953536e-06,4.793667950287102e-06,5.016931603897186e-06,5.245807888262687e-06,5.480018269050605e-06,5.719349803555644e-06,5.963605866924993e-06,6.212598502296726e-06,6.466191401097784e-06,6.724249035954429e-06,6.98663192168664e-06,7.253247892324355e-06,7.523996902248446e-06,7.798767489258755e-06
645,TOI-2445b,7.796099841827355e-05,7.829294942501153e-05,7.890827050465448e-05,7.976009046467232e-05,8.081209253354867e-05,8.2035614936873e-05,8.340827796667203e-05,8.49119108157636e-05,8.653150701307814e-05,8.825514058471782e-05,9.007272665206796e-05,9.197558186873512e-05,9.395681497946379e-05,9.601036021586271e-05,9.813076587458371e-05
646,TOI-1422b,6.618509652084692e-06,6.880010848822334e-06,7.152276931016825e-06,7.434395029441495e-06,7.72560817892808e-06,8.025271955831629e-06,8.33288599796133e-06,8.64801049460201e-06,8.97024717728166e-06,9.299295468128988e-06,9.63487404771798e-06,9.976710698544725e-06,1.0324612945788233e-05,1.0678386765246393e-05,1.1037830039853698e-05
647,TOI-2154b,1.5300504346147357e-05,1.595176112438387e-05,1.662668821710274e-05,1.7323503970174932e-05,1.8040713586783115e-05,1.8777027247836186e-05,1.953144777424165e-05,2.0303085800767873e-05,2.1091122610838063e-05,2.1894947733657348e-05,2.2713979163757248e-05,2.3547642609111624e-05,2.439554067505317e-05,2.525726327766815e-05,2.613237362622713e-05
648,HAT-P-60b,6.771493027755796e-06,7.056735965392099e-06,7.3525255970289684e-06,7.658053555994585e-06,7.972642858758516e-06,8.295710569123441e-06,8.626805700750032e-06,8.965526929978092e-06,9.311505740753829e-06,9.664466840752637e-06,1.0024148512969273e-05,1.0390293267994155e-05,1.0762722350110237e-05,1.1141251945872079e-05,1.1525686914434236e-05
649,TOI-1386b,4.567696297369661e-06,4.746537759873535e-06,4.932855595682632e-06,5.12600752655954e-06,5.325461629050725e-06,5.530765713788608e-06,5.741568525626104e-06,5.9575617967375855e-06,6.178466872347172e-06,6.404073176096036e-06,6.634184016778199e-06,6.868609476192196e-06,7.107214951576388e-06,7.349865105206909e-06,7.596419306287508e-06
650,K2-39b,7.182978876714644e-06,7.403380246232235e-06,7.63773772368011e-06,7.884503795700039e-06,8.142427163422065e-06,8.410473047441739e-06,8.687832070204451e-06,8.973814741565934e-06,9.26781899430836e-06,9.56937873872389e-06,9.878075192529189e-06,1.0193521109288852e-05,1.051542885124992e-05,1.084352367747436e-05,1.1177534661275638e-05
651,Kepler-444e,3.297522243139222e-06,3.4045916285544954e-06,3.517822948431802e-06,3.6365637711527573e-06,3.7602842727935283e-06,3.888544138490115e-06,4.020999300866065e-06,4.157355099919731e-06,4.2973526312109234e-06,4.440792290494764e-06,4.587493480679487e-06,4.737287872154838e-06,4.890051486785045e-06,5.045664791169406e-06,5.2040087376323485e-06
652,Kepler-102e,7.214405441408103e-06,7.437303712615223e-06,7.67415345053791e-06,7.92341583881639e-06,8.183845993987117e-06,8.454413857561015e-06,8.734313828704184e-06,9.022859217501133e-06,9.319449973497872e-06,9.62362178553053e-06,9.93495713622628e-06,1.0253069595287712e-05,1.0577672409215097e-05,1.0908491386569075e-05,1.1245255832036098e-05
653,TOI-615b,1.2167999816125774e-05,1.2726170311755526e-05,1.3302335513965508e-05,1.3895325614120338e-05,1.4504144073458339e-05,1.5127915986070796e-05,1.576596892952475e-05,1.6417691915147934e-05,1.7082510846024682e-05,1.7760004090014514e-05,1.844976036013187e-05,1.9151364222515012e-05,1.9864535511334202e-05,2.0588976883050374e-05,2.1324363466380106e-05
654,K2-24c,3.5069752366184814e-06,3.642928412156864e-06,3.7846618191748154e-06,3.9316719718586255e-06,4.08354244420891e-06,4.239919772178424e-06,4.400529263594261e-06,4.565130242197487e-06,4.733505563303347e-06,4.905490907227247e-06,5.080933115615225e-06,5.259684644017179e-06,5.441640656471689e-06,5.626696033953058e-06,5.814741839007867e-06
655,Wolf503b,5.539486907273395e-06,5.698797692825125e-06,5.869346782155227e-06,6.04982955801829e-06,6.239195656530623e-06,6.436580723753696e-06,6.641308133329852e-06,6.852804499831798e-06,7.070572222146316e-06,7.294224552533475e-06,7.523416383786566e-06,7.757831120942661e-06,7.99723163441939e-06,8.241393528669918e-06,8.49009773075145e-06
656,K2-79b,9.546847576338456e-06,9.930129762696761e-06,1.0328769168621758e-05,1.0741493906739855e-05,1.1167246896639057e-05,1.160512584690577e-05,1.2054430742407227e-05,1.2514544525133789e-05,1.298490660558317e-05,1.3465094901736354e-05,1.3954712932436721e-05,1.4453375541922655e-05,1.4960811571869415e-05,1.5476746400392674e-05,1.6000892656956365e-05
657,K2-99b,5.855853278849688e-06,6.093649077805284e-06,6.340791508947083e-06,6.596519906280394e-06,6.860200994222584e-06,7.131293167651784e-06,7.40937649696365e-06,7.694080031613135e-06,7.98506595570272e-06,8.282080367242827e-06,8.584884118775936e-06,8.893244223342939e-06,9.206997173724279e-06,9.525976801837035e-06,9.850008649708066e-06
658,K2-32d,5.891296757835281e-06,6.0957576141405515e-06,6.31072229934667e-06,6.535146778739637e-06,6.7681782136507935e-06,7.0091030260814195e-06,7.257364482965753e-06,7.512482304630248e-06,7.7740308750572e-06,8.041683975980737e-06,8.315143615595577e-06,8.594129030176823e-06,8.878435823072938e-06,9.167864392629306e-06,9.462213295909327e-06
659,TOI-942b,1.5706463336332902e-05,1.6203614339334416e-05,1.6730639063719336e-05,1.72843054589864e-05,1.786199412494521e-05,1.8461533204391096e-05,1.908122477806128e-05,1.9719618343706857e-05,2.0375443110757797e-05,2.1047717444864165e-05,2.173555607316655e-05,2.243813690982014e-05,2.3154852070281745e-05,2.388511802041583e-05,2.4628356268507055e-05
660,HD221416b,1.6283499359044888e-06,1.6817950875512886e-06,1.7382602128568884e-06,1.7974285901640592e-06,1.859042789005744e-06,1.9228886509909925e-06,1.9887988667923653e-06,2.0566299950095854e-06,2.1262558379495875e-06,2.197579187129176e-06,2.2705119638476026e-06,2.34497193800248e-06,2.4208986515462967e-06,2.4982337012223942e-06,2.5769188032686466e-06
661,K2-32b,1.0909240450441557e-05,1.1287851940547001e-05,1.168591395230156e-05,1.2101493188809526e-05,1.253301040148026e-05,1.2979144218417533e-05,1.3438863706173111e-05,1.3911279504278906e-05,1.4395603475985485e-05,1.4891231544864848e-05,1.5397611902989187e-05,1.591422464462118e-05,1.644069127716224e-05,1.6976642187175122e-05,1.7521704351618765e-05
662,K2-129b,9.352398829296035e-06,9.42131482658737e-06,9.521827151762283e-06,9.648860802524289e-06,9.798468228047167e-06,9.967521346069859e-06,1.0153574834961436e-05,1.0354635416904367e-05,1.056904964624106e-05,1.0795504706028394e-05,1.1032885316992949e-05,1.1280225966694899e-05,1.1536763398288675e-05,1.18018217419661e-05,1.207478921878407e-05
663,TOI-2136b,1.2762285555766491e-05,1.2829560398913528e-05,1.2942136005189145e-05,1.3092588341143212e-05,1.327515791485084e-05,1.3485293363312123e-05,1.371943947790309e-05,1.3974706040885045e-05,1.4248702799445249e-05,1.4539530664794106e-05,1.4845581379012933e-05,1.5165467813460477e-05,1.5498090440237235e-05,1.5842479611872158e-05,1.6197761889594936e-05
664,HD15337c,2.418611604023617e-06,2.499248052098588e-06,2.584321018653833e-06,2.673371836915144e-06,2.7660272067056086e-06,2.8619761001713196e-06,2.9609756120256254e-06,3.062817145340046e-06,3.1673168246775702e-06,3.2743331991428457e-06,3.3837378250774114e-06,3.4954104935262496e-06,3.609263055710311e-06,3.725210111742576e-06,3.8431661784916304e-06
665,WASP-187b,8.151005524675043e-06,8.491009090688879e-06,8.843790152866585e-06,9.208352936970135e-06,9.583864890342031e-06,9.969610479142107e-06,1.0365035790059005e-05,1.0769648916575717e-05,1.1182999203558922e-05,1.1604749426123131e-05,1.2034579815796589e-05,1.2472176620804315e-05,1.291732137394788e-05,1.3369790155447224e-05,1.382934597011063e-05
